,Unnamed: 0,Review,Class,Conteo,Max,Min,moda,tokens,ClassBestModel
674,675,"Este es el hotel más antiguo de la Habana y está lleno de carácter. Nuestra habitación en el Â° piso era amplia, tenía una terraza con vistas a la plaza central y un enorme cuarto de baño renovado con mucha agua caliente. Aunque había una banda tocando en la ª planta en el bar de la terraza, en la planta baja, encontramos que con el aire acondicionado, el ruido no era una molestia. El ""continental"" el desayuno era enorme, fruta fresca, huevos revueltos, bacon, salchichas, croissants, pastas ensaladas, carnes frías, quesos, y mucho más ... la única queja era nuestra tarjeta de crédito canadiense fue convertido en American fondos, cuestan más.",4,651,14,1,ser,ser hotel mas antiguo habana lleno caracter habitacion piso ser amplio tener terraza vistas plaza central enorme cuarto bano renovado agua caliente aunque haber banda tocar planta bar terraza planta bajo encontrar aire acondicionado ruido ser molestia continental desayuno ser enorme fruta fresco huevo revuelto bacon salchicha croissant pasta ensalada carne frio queso mas unico queja ser tarjeta credito canadiense ser convertir american fondo costar mas,3
4224,4250,"No hay absolutamente nada malo en este restaurante. Realmente no veo por qué éste es nr  de cientos, en vez de - dicen - nr , pero me gustó mucho el recomendado cordero y un tiempo agradable para todos. Los precios son razonables, ya...que estaban en otro lugar.Más",4,268,13,1,ser,haber absolutamente malo restaurante realmente ver ser nr ciento vez decir nr gusto recomendado cordero tiempo agradable precio ser razonable lugar ma,2
5291,5333,"Un lugar que sin ser de lo mas vistoso, tiene una excelente calidad en su carne, el sistema de venta es muy bueno, primero escoges tu carne, la pesan y pasas a pagar, ahi pides los extras, como ensaladas y quesos.... despues lo pasan a cocina para preparar.... el problema en este restaurante como en muchos otros son los meseros que papalotean mucho, pero en si, la calidad de comida es excelente.",5,398,12,1,ser,lugar ser mas vistoso tener excelente calidad carne sistema venta ser buen primero escoger carne pesar pasar pagar ahi pedir extra ensalada queso despues pasar cocina preparar problema restaurante ser mesero papalotear si calidad comida ser excelente,3
255,255,"Visité Chichen Itza en el  cuando todos los visitantes podían subir ""el castillo"" el templo principal. que solo fue una increíble experiencia, cuando que volveré a visitar entonces descubrí que no sólo estaba prohibido subir, pero el lugar estaba LLENO de vendedores ... era casi como estar en un mercado. Creo que está aspirando la vida de este lugar. otur dijo el guía que paran permitir que las personas subir el templo después de la muerte de señora. Pero si lo hubiera hecho lo mismo en el Gran Cañón no creo que lo que muchos visitantes ... lo que estoy diciendo es que solo es una parte de la experiencia ... y bien la pesty vendedores no ayuda ...",2,659,12,1,ser,visitar chichen itza visitante poder subir castillo templo principal solo ser increible experiencia volver visitar entonces descubrir solo prohibido subir lugar lleno vendedor ser casi mercado creer aspirar vida lugar otur decir guia parar permitir persona subir templo despues muerte senora si haber hacer mismo gran canon creer visitante decir ser solo ser parte experiencia bien pesty vendedor ayudar,3
3900,3923,"La comida está excelente, la presentación muy buena y el sabor aún mejor 👌🏼
Yazmin es la chica que nos atendió, muy linda y atenta en todo momento.",5,147,12,1,comida,comida excelente presentacion buen sabor aun mejor yazmin ser chica atender lindo atento momento,5
5239,5279,"El mejor cabrito de Monterrey. Si no está lleno el restaurante, dependes de la disponibilidad del cabrito. El servicio es bueno y están introduciendo cervezas artesanales.",4,171,14,1,cabrito,mejor cabrito monterrey si lleno restaurante depender disponibilidad cabrito servicio ser buen introducir cerveza artesanal,4
6506,6567,"Las Hostes son pésimas y el servicio de reservaciones peor, ojalá y los dueños puedan probarlo, dejar a los Clientes  mins o más on espera es una muy mala calidad en el servicio... No hay forma de este servicio alcance un lugar en entre...Más",1,244,13,1,servicio,hoste ser pesima servicio reservación peor ojalar dueno poder probar dejar cliente mins mas on espera ser malo calidad servicio haber forma servicio alcanzar lugar,1
5296,5338,"solía ser el centro de vida nocturna, pero en el momento en la mayoría de los restaurantes y bares están cerrados debido a los problemas de inseguridad alimentaria. Es un hermoso lugar para conducir por pero creo que no está seguro por la noche!",3,245,12,1,ser,soliar ser centro vida nocturno momento mayoria restaurante bar cerrado debido problema inseguridad alimentario ser hermoso lugar conducir creer seguro noche,5
4828,4865,"Esta es una encantadora plaza enfrente del muelle de cruceros, pero como tal, es coto de caza de primera para touters. Disfrute de las fuentes y pasas chicos con carteles, simplemente diciendo que ""no, gracias"". """,4,213,11,1,ser,ser encantador plaza enfrente muelle crucero tal ser coto caza primero touters disfrute fuente pasar chico cartel simplemente decir gracias,5
1907,1912,"Un espectáculo muy bueno con mucha participación, al entra te dan una rosa para     las mujeres y un puro para los hombres, pues un poco más adelante te dicen que por el sitio donde estás es un sitio bueno para realizar fotos que se paran allí los bailarines pues muy ma ya que después de pagar  CUC no paraba nadie, y lo cogimos con cena pues la cena mal después que protestamos y a partir de ahí atención excelente que ya sobraba, no recomiendo con cena ni con fotos, espectáculo muy bien.",3,495,14,0,pues,espectaculo buen participacion entrar dar rosa mujer puro hombre pues mas adelante decir sitio ser sitio buen realizar foto parar alli bailarín pues ma despues pagar cuc parar nadie coger cena pues cena mal despue protestar partir ahi atencion excelente sobrabar recomer cena foto espectaculo bien,1
1599,1601,"tomamos el citytour que incluía la visita a la habana vieja, el morro, la plaza y monumento a jose martí, etc. es recomendable y tienes medio día libre para ir a donde tu quieras.",4,179,12,1,tomar,tomar citytour incluir visita habana viejo morro plaza monumento jose marti etc ser recomendable tener medio dia libre ir querer,3
5504,5550,"Este es un mercado abierto en donde se pueden encontrar piezas diferentes a lo que usualmente se ve en un mercado.  Se encuentran piezas modernas y antigüedades de diferentes precios y para todos los gustos.  Muy agradable ir de puesto en puesto comprando cosas bonitas.  Precios muy accesibles, gente muy amable.",5,313,12,0,mercado,ser mercado abierto poder encontrar pieza diferente usualmente ver mercado encontrar pieza moderno antiguedad diferente precio gusto agradable ir puesto puesto comprar cosa bonito precio accesible gente amable,3
5971,6022,"La verdad esperaba encontrarme con algo mas vistoso y típico de Cuba en el Malecón, pero solo encentro una calle a orilla del mar sin nada de atractivo.",3,152,11,1,verdad,verdad esperar encontrar mas vistoso tipico cuba malecon solo encentrar calle orilla mar atractivo,3
5659,5706,"Creo que es una visita que tienes que hacer, ya que son 'las momias de Guanajuato', sin embargo lamentablemente no hay mucha explicación de su origen o su momificación, el museo es pequeño, literalmente lo recorres en diez minutos y como no está tan cerca del centro tardas más en llegar que en salir.",3,301,15,1,ser,creer ser visita tener hacer ser momia guanajuato embargo lamentablemente haber explicacion origen momificacion museo ser pequeno literalmente recorrer diez minuto cerca centro tardar mas llegar salir,3
840,841,"La queja es específicamente en las habitaciones, cierre de puertas muy ruidoso se oye todo de los pasillos, el baño muy mal iluminado y cuidado con sus pies, al entrar hay un tope de metal en el piso que detiene la puerta me lastimé mi pié ya que estaba descalzo, las toallas incompletas y sin tapete el primer día, solo había una bata, en la tarifa cobran  dls extra por el segundo huésped y no tienen las toallas y batas completas??",3,436,15,1,puerta,queja ser especificamente habitación cierre puerta ruidoso oír pasillo bano mal iluminar cuidado pie entrar haber tope metal piso detener puerta lastimar pie descalzo toalla incompleto tapete primero dia solo haber bata tarifa cobrar dls extra segundo huesped tener toalla bata completo,2
4751,4786,"Fui varios dias seguidos a tomar algo en su bar con vista el malecon, especialmente por las noches. La atencion es ""elegi rapido, consumilo rapidisimo y deja silla al siguiente cliente"". No me importo mucho esa actitud gral de los mozos, y me dedique a ver atardeceres, aun con la mesa barrida x el mozo.  Es un hotel con varios salones historicos, merece la pena recorrerlo a tu tiempo, esta como detenido en la historia, hay musicos tocando en vivo, pavos reales deambulando por el gren parque, hay un cabaret, y muuuuchisima hostorias en cada sector. Lo maravilloso es que puedes entrar y visitarlo sin estar hospedados alli",2,627,13,0,ser,ir varios dia seguido tomar bar vista malecon especialmente noche atencion ser elegi rapido consumilo rapidisimo dejar silla siguiente cliente importar actitud gral mozo dedicar ver atardecer aun mesa barrido x mozo ser hotel varios salón historico merecer pena recorrer tiempo detenido historia haber musico tocar vivo pavo real deambular gren parque haber cabaret muuuuchisima hostoria cada sector maravilloso ser poder entrar visitar hospedado alli,5
4157,4183,"El tradicional ""Cañonazo"" no se lo deben perder, una tradicion muy cubana que hace que se enchine la piel.",5,106,11,2,tradicional,tradicional canonazo deber perder tradicion cubano hacer enchinir piel,4
1317,1319,"estaba un poco nervioso sobre la idea de visitar Cuba. Habíamos estado allí ahora no tengo ni idea de por qué! No tengo ninguna duda que elegimos el mejor hotel en La Habana y sin duda la mejor ubicación. Bueno, no es el mejor hotel de cinco estrellas en el mundo, pero me he alojado en mucho peor. Para mí, la mejor partes eran: ) La ubicación - tan fácil de caminar y cenar fuera, ) el personal, siempre atento ) Limpieza ) La comida, me sorprendió ya que era mucho mejor de lo que podía haber esperado ) El vestíbulo/bar - un maravilloso lugar para sentarse y relajarse.Teníamos una suite junior en las dos visitas (volvimos después de una semana de vacaciones).  La primera fue una gran habitación con apertura de las puertas francesas mirando hacia abajo en el bullicio del…",5,784,18,0,mejor,nervioso idea visitar cuba haber alli ahora tener idea tener ninguno duda elegir mejor hotel habana duda mejor ubicacion buen ser mejor hotel cinco estrella mundo haber alojar peor mejor parte ser ubicacion facil caminar cenar personal siempre atento limpieza comida sorprender ser mejor poder haber esperado vestibulo bar maravilloso lugar sentar relajar tener suite junior dos visita volver despues semana vacaciones primero ser gran habitacion apertura puerta francés mirar hacia abajo bullicio,5
